-47.000,0.000,-62.000,0.710,0.786,0.254
-25.000,-64.000,-4.000,1.247,0.571,0.349
-46.000,0.000,-59.000,1.158,0.790,0.185
-25.000,-60.000,-5.000,1.183,0.713,0.127
-45.000,0.000,-56.000,0.912,0.755,0.312
-26.000,-52.000,-11.000,1.287,0.744,0.182
-44.000,0.000,-51.000,0.982,0.782,0.117
-64.000,37.000,-63.000,1.179,0.708,0.266
-27.000,-47.000,-11.000,0.825,0.706,0.173
-44.000,0.000,-47.000,0.916,0.735,0.155
-49.000,11.000,-52.000,1.126,1.221,0.367
-28.000,-46.000,-6.000,1.166,0.567,0.369
-44.000,0.000,-41.000,0.905,0.743,0.180
-31.000,-36.000,-11.000,0.889,0.859,0.175
-45.000,0.000,-34.000,0.902,0.735,0.383
-34.000,-31.000,-7.000,0.918,0.567,0.138
-47.000,0.000,-24.000,0.680,0.681,0.414
-39.000,-23.000,-4.000,0.778,0.702,0.332
-54.000,1.000,-5.000,0.620,0.929,0.071
-55.000,2.000,-5.000,1.118,1.065,0.075
-65.000,-58.000,-14.000,0.843,0.655,0.312
-64.000,-66.000,-3.000,1.260,0.700,0.066
-65.000,-43.000,-35.000,0.995,0.781,0.006
-59.000,-67.000,-7.000,1.001,1.009,0.066
-65.000,-32.000,-47.000,1.022,0.738,0.056
-54.000,-70.000,-7.000,0.942,0.567,0.086
-65.000,-23.000,-56.000,0.803,1.565,0.204
-50.000,-68.000,-14.000,1.053,0.865,0.369
-65.000,-15.000,-64.000,0.913,1.527,0.183
-45.000,-74.000,-9.000,1.170,0.595,0.084
-65.000,-8.000,-70.000,0.895,1.731,0.154
-41.000,-74.000,-11.000,0.976,0.599,0.124
-65.000,-1.000,-75.000,0.759,1.483,0.210
-37.000,-76.000,-9.000,0.792,0.591,0.120
-62.000,0.000,-76.000,0.834,0.966,0.152
-33.000,-83.000,-1.000,0.556,0.656,0.119
-59.000,0.000,-77.000,0.981,0.903,0.251
-31.000,-73.000,-16.000,0.885,0.743,0.380
-30.000,-79.000,-7.000,0.639,0.863,0.117
-56.000,-1.000,-77.000,0.764,1.473,0.266
-29.000,-69.000,-21.000,0.867,0.736,0.077
-27.000,-80.000,-6.000,0.738,1.041,0.358
-54.000,0.000,-77.000,0.647,0.904,0.275
-29.000,-59.000,-31.000,0.930,0.707,0.083
-25.000,-75.000,-12.000,1.070,0.715,0.401
-51.000,0.000,-76.000,0.776,0.858,0.186
-29.000,-52.000,-38.000,0.918,0.655,0.380
-23.000,-73.000,-14.000,1.154,0.909,0.428
-49.000,0.000,-75.000,1.213,0.872,0.260
-32.000,-38.000,-49.000,0.932,0.665,0.170
-21.000,-73.000,-12.000,0.759,0.726,0.366
-47.000,0.000,-74.000,0.665,0.965,0.169
-54.000,15.000,-81.000,0.679,0.789,0.288
-19.000,-76.000,-6.000,0.789,0.599,0.338
-45.000,0.000,-72.000,0.866,0.849,0.238
-18.000,-73.000,-7.000,0.665,0.732,0.119
-43.000,0.000,-70.000,1.148,0.841,0.221
-18.000,-66.000,-13.000,0.685,0.793,0.167
-41.000,0.000,-66.000,0.762,0.877,0.279
-17.000,-69.000,-5.000,0.930,0.805,0.130
-40.000,0.000,-64.000,1.046,0.835,0.287
-18.000,-60.000,-13.000,0.661,0.625,0.173
-39.000,0.000,-60.000,0.798,0.792,0.311
-20.000,-50.000,-20.000,0.801,0.693,0.457
-18.000,-61.000,-6.000,0.658,0.918,0.371
-39.000,0.000,-56.000,0.744,0.792,0.308
-58.000,36.000,-68.000,0.961,0.969,0.291
-19.000,-59.000,-2.000,0.773,0.737,0.359
-38.000,0.000,-51.000,0.749,0.789,0.131
-21.000,-51.000,-6.000,0.665,0.601,0.374
-39.000,0.000,-46.000,0.774,0.831,0.392
-24.000,-41.000,-11.000,0.661,0.960,0.169
-40.000,1.000,-39.000,1.027,1.400,0.143
-27.000,-37.000,-6.000,0.904,0.818,0.363
-41.000,0.000,-29.000,0.733,0.832,0.040
-32.000,-27.000,-6.000,0.879,0.414,0.342
-45.000,-1.000,-15.000,0.931,1.481,0.087
-51.000,10.000,-19.000,0.872,1.445,0.087
-41.000,-12.000,-5.000,1.037,0.163,0.114
-65.000,-63.000,-14.000,0.747,0.436,0.289
-64.000,-71.000,-2.000,1.339,0.606,0.280
-65.000,-47.000,-36.000,0.907,0.963,0.256
-59.000,-69.000,-11.000,0.951,0.563,0.072
-65.000,-36.000,-49.000,1.074,0.962,0.037
-63.000,-41.000,-45.000,1.357,0.888,0.084
-54.000,-71.000,-13.000,0.919,0.705,0.075
-65.000,-27.000,-59.000,0.855,1.135,0.058
-61.000,-36.000,-52.000,1.432,0.793,0.235
-49.000,-73.000,-14.000,1.222,0.732,0.359
-65.000,-18.000,-67.000,0.851,1.415,0.125
-60.000,-30.000,-59.000,1.074,0.542,0.090
-44.000,-77.000,-13.000,1.291,0.423,0.083
-65.000,-10.000,-74.000,0.788,1.670,0.078
-61.000,-19.000,-69.000,1.269,0.142,0.192
-39.000,-82.000,-9.000,0.819,0.580,0.090
-65.000,-3.000,-80.000,0.785,1.647,0.034
-35.000,-81.000,-12.000,0.743,0.679,0.311
-63.000,0.000,-83.000,1.107,1.038,0.207
-31.000,-82.000,-13.000,0.821,0.613,0.100
-60.000,0.000,-84.000,0.951,0.954,-0.000
-27.000,-85.000,-10.000,0.688,0.760,0.338
-57.000,0.000,-85.000,0.873,0.935,0.191
-24.000,-83.000,-14.000,0.607,0.653,0.385
-54.000,0.000,-85.000,0.600,0.869,0.213
-22.000,-78.000,-20.000,0.770,0.570,0.418
-20.000,-91.000,-2.000,0.849,0.571,0.413
-51.000,0.000,-84.000,0.703,0.867,0.008
-21.000,-71.000,-28.000,0.687,0.856,0.380
-18.000,-84.000,-12.000,0.696,0.770,0.358
-48.000,0.000,-83.000,0.865,0.823,0.244
-21.000,-63.000,-36.000,0.755,0.582,0.355
-15.000,-89.000,-3.000,0.504,0.592,0.141
-46.000,1.000,-83.000,1.128,1.375,0.260
-22.000,-53.000,-43.000,0.821,0.950,0.193
-14.000,-80.000,-14.000,0.868,1.066,0.421
-43.000,0.000,-81.000,1.099,0.817,0.268
-62.000,39.000,-97.000,0.743,0.406,0.313
-12.000,-81.000,-10.000,0.508,0.853,0.385
-41.000,0.000,-79.000,0.660,0.853,0.305
-35.000,-13.000,-72.000,0.682,0.118,0.186
-11.000,-78.000,-11.000,1.020,0.595,0.182
-39.000,0.000,-77.000,0.787,0.810,0.321
-10.000,-78.000,-9.000,0.843,0.597,0.163
-37.000,0.000,-74.000,0.693,0.745,0.184
-10.000,-73.000,-12.000,0.905,0.729,0.350
-36.000,0.000,-71.000,0.600,0.685,0.282
-10.000,-70.000,-11.000,0.814,0.742,0.171
-35.000,0.000,-68.000,0.601,0.716,0.294
-11.000,-64.000,-14.000,1.047,0.555,0.432
-10.000,-72.000,-3.000,0.549,0.724,0.149
-34.000,0.000,-64.000,0.572,0.727,0.277
-61.000,50.000,-79.000,1.103,0.606,0.341
-11.000,-67.000,-3.000,1.083,1.179,0.134
-34.000,0.000,-60.000,0.575,0.723,0.289
-20.000,-32.000,-37.000,0.706,0.403,0.212
-13.000,-58.000,-10.000,0.527,0.755,0.410
-34.000,1.000,-55.000,0.568,1.219,0.116
-15.000,-52.000,-9.000,0.481,0.631,0.149
-34.000,0.000,-49.000,0.581,0.670,0.158
-18.000,-45.000,-11.000,0.605,0.558,0.161
-35.000,0.000,-41.000,0.597,0.594,0.165
-21.000,-42.000,-3.000,0.699,0.870,0.115
-37.000,0.000,-33.000,0.776,0.618,0.081
-26.000,-34.000,-1.000,1.106,0.887,0.125
-41.000,1.000,-20.000,0.684,0.876,0.398
-44.000,6.000,-22.000,1.019,1.152,0.406
-35.000,-15.000,-8.000,0.704,0.329,0.311
-65.000,-73.000,-5.000,0.803,0.610,0.035
-65.000,-52.000,-35.000,0.856,0.919,-0.004
-62.000,-62.000,-25.000,0.919,0.543,-0.007
-59.000,-80.000,-1.000,1.051,0.791,0.065
-65.000,-41.000,-49.000,1.050,0.930,0.024
-58.000,-60.000,-31.000,1.192,0.505,-0.003
-54.000,-77.000,-11.000,0.930,0.376,0.066
-65.000,-31.000,-60.000,1.004,1.084,0.108
-54.000,-59.000,-36.000,0.931,0.603,0.268
-48.000,-85.000,-5.000,1.010,0.549,0.053
-65.000,-23.000,-69.000,0.965,1.406,0.132
-51.000,-56.000,-42.000,0.945,0.622,0.290
-43.000,-85.000,-9.000,1.075,0.630,0.065
-65.000,-15.000,-77.000,0.897,1.370,0.161
-49.000,-51.000,-49.000,1.319,0.512,0.081
-38.000,-87.000,-9.000,0.924,0.619,0.082
-65.000,-7.000,-83.000,0.854,1.507,0.177
-47.000,-47.000,-55.000,0.962,0.587,0.063
-33.000,-91.000,-7.000,0.644,0.521,0.085
-65.000,0.000,-89.000,0.962,0.872,0.184
-48.000,-36.000,-65.000,1.105,0.693,0.152
-29.000,-89.000,-13.000,0.763,0.530,0.093
-61.000,0.000,-90.000,1.307,0.793,-0.011
-50.000,-24.000,-75.000,1.010,0.504,0.216
-24.000,-96.000,-3.000,0.713,0.567,0.094
-58.000,0.000,-91.000,1.142,0.822,0.210
-20.000,-99.000,-1.000,0.764,0.915,0.120
-54.000,0.000,-90.000,0.618,0.764,-0.000
-17.000,-93.000,-11.000,0.721,0.948,0.120
-51.000,0.000,-91.000,0.863,0.737,0.244
-14.000,-91.000,-13.000,0.811,0.608,0.133
-48.000,0.000,-91.000,0.848,0.744,0.246
-13.000,-83.000,-23.000,0.566,0.664,0.076
-11.000,-92.000,-12.000,1.038,0.874,0.361
-45.000,0.000,-90.000,0.874,0.733,0.015
-13.000,-74.000,-33.000,0.580,0.721,0.109
-8.000,-95.000,-5.000,1.004,0.705,0.130
-43.000,1.000,-90.000,1.071,1.180,0.032
-14.000,-64.000,-41.000,0.857,0.545,0.188
-6.000,-94.000,-6.000,0.885,0.902,0.377
-40.000,0.000,-88.000,0.964,0.717,0.031
-16.000,-53.000,-50.000,0.594,0.895,0.380
-5.000,-87.000,-13.000,0.899,0.728,0.159
-38.000,0.000,-86.000,0.594,0.709,0.031
-55.000,36.000,-101.000,0.930,0.772,0.358
-4.000,-84.000,-14.000,0.719,0.794,0.421
-36.000,0.000,-84.000,0.654,0.676,0.041
-3.000,-83.000,-12.000,0.917,0.696,0.380
-34.000,0.000,-81.000,0.545,0.713,0.301
-2.000,-85.000,-5.000,0.733,0.753,0.134
-32.000,0.000,-78.000,0.599,0.677,0.135
-2.000,-83.000,-3.000,0.738,0.683,0.133
-31.000,0.000,-75.000,0.556,0.686,0.309
-3.000,-74.000,-11.000,0.724,0.721,0.173
-30.000,0.000,-71.000,0.386,0.655,0.305
-6.000,-60.000,-23.000,0.852,0.619,0.106
-4.000,-70.000,-11.000,0.637,0.700,0.158
-29.000,0.000,-67.000,0.559,0.659,0.256
-53.000,46.000,-82.000,0.459,0.222,0.119
-5.000,-68.000,-7.000,0.860,0.965,0.128
-29.000,0.000,-62.000,0.564,0.657,0.282
-19.000,-22.000,-48.000,0.580,0.682,0.437
-7.000,-61.000,-9.000,0.845,0.805,0.154
-29.000,0.000,-57.000,0.558,0.653,0.204
-9.000,-61.000,-1.000,0.740,0.794,0.138
-30.000,1.000,-51.000,0.379,1.102,0.129
-13.000,-46.000,-12.000,0.561,0.500,0.369
-31.000,0.000,-44.000,0.529,0.620,0.363
-17.000,-38.000,-12.000,0.827,0.554,0.355
-33.000,0.000,-34.000,0.376,0.660,0.373
-22.000,-31.000,-8.000,0.801,0.516,0.315
-37.000,0.000,-21.000,0.644,0.662,0.042
-30.000,-19.000,-5.000,0.514,0.217,0.082
-65.000,-60.000,-31.000,0.775,0.501,-0.046
-61.000,-76.000,-11.000,1.147,0.426,0.038
-65.000,-47.000,-47.000,1.007,0.905,0.011
-56.000,-75.000,-18.000,0.772,0.493,0.313
-55.000,-81.000,-11.000,0.985,0.693,0.045
-65.000,-37.000,-59.000,0.879,1.056,0.019
-51.000,-75.000,-22.000,0.853,0.503,0.340
-49.000,-86.000,-9.000,1.239,0.670,0.042
-65.000,-28.000,-69.000,0.866,1.180,0.122
-47.000,-73.000,-29.000,0.932,0.634,-0.005
-43.000,-92.000,-5.000,1.033,0.529,0.050
-65.000,-20.000,-77.000,0.864,1.375,0.127
-43.000,-72.000,-34.000,1.092,0.671,0.276
-38.000,-91.000,-11.000,0.843,0.480,0.075
-65.000,-12.000,-85.000,0.860,1.243,0.129
-40.000,-68.000,-41.000,0.924,0.867,0.081
-33.000,-92.000,-13.000,0.605,0.591,0.078
-65.000,-3.000,-91.000,0.756,1.443,0.184
-38.000,-63.000,-48.000,0.838,0.523,0.274
-27.000,-102.000,-1.000,0.688,0.622,0.089
-63.000,0.000,-95.000,1.175,0.812,0.224
-37.000,-56.000,-56.000,0.795,0.660,0.206
-23.000,-96.000,-13.000,1.012,0.555,0.091
-59.000,0.000,-96.000,0.811,0.804,-0.018
-38.000,-45.000,-66.000,0.879,0.514,0.125
-18.000,-101.000,-8.000,0.631,0.761,0.295
-56.000,0.000,-97.000,0.710,0.789,0.211
-40.000,-33.000,-76.000,0.902,0.555,0.102
-14.000,-100.000,-10.000,0.841,0.730,0.362
-52.000,0.000,-97.000,1.096,0.765,0.238
-56.000,7.000,-101.000,0.708,0.876,0.263
-10.000,-102.000,-9.000,0.643,0.684,0.122
-49.000,0.000,-97.000,1.174,0.777,0.246
-7.000,-99.000,-12.000,0.706,1.019,0.338
-46.000,0.000,-97.000,1.105,0.800,0.258
-6.000,-90.000,-24.000,0.705,0.533,0.389
-4.000,-99.000,-13.000,0.649,0.940,0.135
-43.000,0.000,-97.000,1.043,0.742,0.260
-5.000,-84.000,-30.000,0.899,0.761,0.374
-1.000,-101.000,-9.000,0.556,0.642,0.138
-40.000,0.000,-96.000,0.935,0.711,0.020
-6.000,-74.000,-39.000,0.837,0.711,0.165
1.000,-98.000,-10.000,0.615,1.028,0.402
-37.000,0.000,-94.000,0.628,0.722,0.037
-8.000,-63.000,-48.000,0.961,0.550,0.397
3.000,-100.000,-6.000,0.549,0.932,0.365
-34.000,0.000,-92.000,0.550,0.663,0.039
-12.000,-48.000,-59.000,0.448,0.665,0.172
4.000,-95.000,-9.000,0.557,0.670,0.152
-32.000,0.000,-90.000,0.586,0.688,0.055
-18.000,-30.000,-71.000,0.520,0.439,0.284
5.000,-95.000,-6.000,0.309,0.708,0.369
-30.000,0.000,-87.000,0.383,0.691,0.279
5.000,-89.000,-10.000,0.314,0.624,0.393
-28.000,0.000,-84.000,0.563,0.680,0.082
5.000,-86.000,-9.000,0.321,0.816,0.168
-27.000,0.000,-81.000,0.450,0.657,0.315
4.000,-79.000,-14.000,0.594,0.844,0.439
-26.000,0.000,-78.000,0.790,0.630,0.141
2.000,-70.000,-20.000,0.398,0.693,0.455
4.000,-83.000,-3.000,0.492,0.681,0.149
-25.000,0.000,-74.000,0.727,0.646,0.203
-53.000,54.000,-91.000,0.401,0.265,0.320
2.000,-72.000,-12.000,0.381,0.778,0.375
-25.000,0.000,-70.000,0.663,0.589,0.260
-9.000,-36.000,-44.000,0.562,0.782,0.405
0.000,-66.000,-13.000,0.757,0.728,0.167
-24.000,0.000,-63.000,0.459,0.556,0.198
-2.000,-62.000,-11.000,0.690,0.521,0.177
-25.000,0.000,-59.000,0.621,0.587,0.178
-5.000,-54.000,-12.000,0.882,1.022,0.359
-26.000,1.000,-52.000,0.772,0.822,0.332
-8.000,-50.000,-8.000,0.941,0.659,0.331
-27.000,0.000,-44.000,0.439,0.566,0.366
-13.000,-38.000,-12.000,0.542,0.546,0.339
-29.000,0.000,-34.000,0.519,0.531,0.353
-19.000,-28.000,-12.000,0.637,0.688,0.331
-18.000,-34.000,-4.000,0.517,0.847,0.310
-34.000,0.000,-21.000,0.481,0.538,0.032
-27.000,-19.000,-3.000,0.606,0.125,0.082
-65.000,-70.000,-22.000,0.742,0.475,0.226
-63.000,-80.000,-9.000,0.936,0.721,0.010
-65.000,-55.000,-43.000,0.970,0.932,0.009
-57.000,-82.000,-12.000,0.790,0.452,0.243
-65.000,-44.000,-56.000,0.841,0.615,0.096
-51.000,-86.000,-14.000,0.817,0.515,0.305
-65.000,-35.000,-67.000,0.846,0.995,0.062
-45.000,-89.000,-14.000,0.979,0.375,0.308
-44.000,-99.000,0.000,0.869,0.662,0.281
-65.000,-26.000,-77.000,0.846,1.008,0.108
-41.000,-84.000,-24.000,0.869,0.586,0.318
-39.000,-93.000,-14.000,0.882,0.770,0.323
-65.000,-18.000,-85.000,0.840,1.324,0.103
-37.000,-82.000,-31.000,0.795,0.602,-0.000
-33.000,-97.000,-12.000,0.597,0.668,0.279
-65.000,-9.000,-92.000,0.813,1.386,-0.063
-33.000,-80.000,-36.000,0.658,0.887,0.260
-27.000,-102.000,-9.000,0.624,0.555,0.066
-65.000,-1.000,-99.000,0.748,1.290,0.208
-31.000,-74.000,-45.000,0.756,0.646,0.088
-22.000,-102.000,-12.000,0.729,0.627,0.305
-62.000,0.000,-101.000,0.939,0.766,0.205
-29.000,-69.000,-51.000,0.756,0.658,0.086
-17.000,-103.000,-14.000,0.706,0.620,0.366
-57.000,-2.000,-101.000,0.892,1.277,0.216
-29.000,-60.000,-61.000,0.815,0.590,0.107
-12.000,-105.000,-12.000,0.454,0.564,0.317
-53.000,-2.000,-102.000,0.635,1.261,-0.037
-29.000,-52.000,-68.000,0.765,0.641,0.138
-7.000,-109.000,-8.000,0.673,0.563,0.311
-49.000,-3.000,-102.000,1.162,1.341,-0.031
-32.000,-38.000,-79.000,0.861,0.541,0.211
-3.000,-109.000,-9.000,0.823,0.558,0.134
-45.000,-3.000,-101.000,0.855,1.296,0.257
-39.000,-16.000,-94.000,0.899,0.337,-0.000
0.000,-105.000,-14.000,0.790,0.636,0.395
1.000,-113.000,-4.000,0.703,1.022,0.337
-42.000,-2.000,-101.000,0.664,1.244,0.280
2.000,-100.000,-21.000,0.427,0.857,0.085
4.000,-110.000,-7.000,0.456,0.655,0.129
-39.000,-2.000,-101.000,0.713,1.229,0.290
2.000,-90.000,-31.000,0.424,0.548,0.086
6.000,-105.000,-13.000,0.695,0.751,0.146
-37.000,0.000,-101.000,0.705,0.690,0.313
1.000,-80.000,-40.000,0.646,1.021,0.357
9.000,-109.000,-5.000,0.759,0.622,0.120
-34.000,0.000,-100.000,0.531,0.674,0.006
0.000,-72.000,-47.000,0.725,0.737,0.177
10.000,-102.000,-12.000,0.570,0.798,0.370
-31.000,0.000,-98.000,0.520,0.624,0.043
-3.000,-60.000,-56.000,0.811,0.570,0.303
12.000,-107.000,-2.000,0.714,0.744,0.373
-29.000,0.000,-96.000,0.607,0.618,0.049
-9.000,-42.000,-68.000,0.598,0.790,0.243
12.000,-98.000,-12.000,0.712,1.020,0.357
-27.000,0.000,-94.000,0.415,0.609,0.056
-20.000,-14.000,-85.000,0.781,0.152,0.296
13.000,-101.000,-3.000,0.607,0.844,0.144
-25.000,0.000,-91.000,0.645,0.626,0.301
12.000,-90.000,-13.000,0.697,0.554,0.164
-23.000,0.000,-87.000,0.751,0.592,0.290
11.000,-84.000,-16.000,0.330,0.756,0.419
12.000,-90.000,-8.000,0.510,0.600,0.388
-22.000,0.000,-84.000,0.491,0.608,0.084
9.000,-75.000,-22.000,0.704,0.531,0.461
11.000,-86.000,-8.000,0.261,0.905,0.361
-21.000,0.000,-80.000,0.440,0.597,0.181
5.000,-62.000,-32.000,0.216,0.517,0.385
9.000,-77.000,-14.000,0.643,0.518,0.432
-20.000,0.000,-75.000,0.463,0.558,0.319
-43.000,45.000,-92.000,0.823,0.146,0.082
8.000,-78.000,-6.000,0.309,0.575,0.384
-20.000,0.000,-70.000,0.449,0.531,0.236
-29.000,18.000,-79.000,0.430,0.790,0.314
5.000,-67.000,-14.000,0.226,1.088,0.426
-20.000,0.000,-65.000,0.437,0.515,0.252
3.000,-66.000,-7.000,0.636,0.757,0.120
-21.000,0.000,-59.000,0.432,0.491,0.185
0.000,-62.000,-2.000,0.730,0.653,0.348
-22.000,0.000,-52.000,0.467,0.491,0.325
-4.000,-53.000,-4.000,0.684,0.870,0.317
-24.000,0.000,-44.000,0.419,0.512,0.351
-9.000,-43.000,-6.000,0.630,0.515,0.344
-26.000,0.000,-33.000,0.739,0.506,0.059
-30.000,7.000,-37.000,0.263,0.516,0.095
-16.000,-29.000,-9.000,0.528,0.796,0.106
-32.000,1.000,-18.000,0.616,0.550,0.329
-26.000,-15.000,-5.000,0.830,0.356,0.064
-65.000,-64.000,-36.000,0.739,0.340,0.155
-59.000,-91.000,-3.000,0.845,0.288,0.005
-65.000,-52.000,-52.000,0.931,0.797,0.098
-53.000,-90.000,-10.000,0.730,0.272,0.268
